label,headline,search keyword,fake news rating
1, Sinabi ni Manila mayor at kandidato sa pagkapangulo na si Isko Moreno na siya ang nagpagawa ng Manila Golden Mosque.,Manila,fake
1, Naglabas ng kautusan si Manila Mayor Isko Moreno na pumipigil sa kanyang mga nasasakupan na sumali sa caravan ni Bongbong Marcos.,Manila,fake
1,Binigyan ni Bill Gates ang mayor ng Maynila at kandidato sa pagkapangulo ni Isko Moreno Domagoso ng $15 milyon para sa kanyang kampanya.,Manila,fake
1, Naiyak si presidential candidate at kasalukuyang mayor Isko Moreno nang mapanood ang caravan ni Marcos Jr. sa lungsod ng Maynila noong Pebrero 20.,Manila,fake
1," Noong Mayo 2023, isinailalim sa Alert Level 3 ang Metro Manila para labanan ang pagkalat ng COVID-19",Manila,misleading
1, Ang mga larawan ng Manila Bay na puno ng basura ay kinuha sa panahon ng mga panunungkulan ng mga pangulo bago maupo si Rodrigo Duterte.,Manila,misleading
1," Ang yaman ng yumaong diktador na si Ferdinand E. Marcos mula sa 17 bangko sa Pilipinas at 170 dayuhang bangko, kabilang ang “sobrang matured na mga pamumuhunan sa ginto mula noong taong 2000,” ay idedeposito sa pondo ng Maharlika at muling i-invest para sa pag-unlad ng ekonomiya ng Pilipinas.",Maharlika Investment Fund,fake
1,"Sinaway ni Sandro Marcos ang mga kritiko ng Maharlika Investment Fund. Dapat aniyang i-withdraw ng mga kritiko na nagdedeposito ng kanilang pera sa Development Bank of the Philippines at Landbank ang kanilang pondo, ganoon din aniya ang dapat gawin ng mga kritiko na nag-aambag sa SSS at GSIS.",Maharlika Investment Fund,fake
1," Pinagsasama-sama ng pondo ng Maharlika ang “lahat ng yaman, ari-arian kabilang ang ginto, dolyar, pamumuhunan, kita, at iba pang pambansang kayamanan ng Pilipinas, at labis na pondo ng iba’t ibang ahensya ng gobyerno.”",Maharlika Investment Fund,fake
1, Ipinag-utos ni dating pangulong Benigno “Noynoy” Aquino III na ikulong si Gloria Macapagal-Arroyo para pigilan itong maisakatuparan ang last will and testament ni Marcos.,Maharlika Investment Fund,fake
1, Si ex-president Joseph “Erap” Estrada ay na-impeach para pigilan siya sa pagtupad sa last will and testament ni Ferdinand Marcos Sr. Nais niyang ipamahagi ang kayamanan ni Marcos.,Maharlika Investment Fund,fake
1,"Ang panukalang pagtatatag ng Maharlika Investment Fund, na ihain nina Ilocos Norte 1st District Representative Sandro Marcos at Leyte 1st District Representative Ferdinand Martin Romualdez, ang kauna-unahang inisiyatiba para magkaroon ng sovereign wealth fund ang Pilipinas.",Maharlika Investment Fund,fake
1, Ang panukalang batas na inihain ni Bam Aquino noong 2016 ay katulad ng Maharlika wealth fund bill na itinataguyod ng mga kaalyado ng administrasyong Marcos,Maharlika Investment Fund,misleading
1, Ang mga pautang para sa ayuda (aid) na inisyatiba ni Pangulong Rodrigo Duterte at iba pang proyekto ng gobyerno sa panahon ng pandemya ng COVID-19 ay binabayaran ng interes mula sa mga reserbang ginto ni Marcos.,Maharlika Investment Fund,no basis
1," Sa ilalim ng termino ni Noynoy Aquino, ginamit ang pera mula sa Marcos Swiss bank accounts para tustusan ang sektor ng agrikultura.",Maharlika Investment Fund,no basis
1, Ang K to 12 program ay tatanggalin sa 2024,Tulfo,fake
1, Nasaksihan ni Raffy Tulfo ang pagkamatay ni Kris Aquino.,Tulfo,fake
1, May aksyon na si Raffy Tulfo laban sa K to 12 system at inalis na ito,Tulfo,fake
1,Ipinahayag ni Senador Raffy Tulfo ang pagsang-ayon niya sa revision ni Vice President at Department of Education Secretary Inday Sara Duterte na buwagin ang K-12 program at magkaroon ng dalawang taong serbisyo militar.,Tulfo,fake
1, Iniutos ni Senador Raffy Tulfo na ibasura ang mga reklamo laban kay suspended Bureau of Corrections (BuCor) director general Gerald Bantag.,Tulfo,fake
1, Tinanggihan ni Erwin Tulfo ang alok ni Leni Robredo na tumulong sa Department of Social Welfare and Development sa panahon ng kalamidad,Tulfo,fake
1," Namamahagi ng P10,000 ayuda si senator-elect Raffy Tulfo.",Tulfo,fake
1, May anti-vagrancy law ang Pilipinas. Ang mga palaboy ay naaresto sa Pilipinas.,Tulfo,fake
1, Si Kris Aquino ay namatay at ang kanyang mga labi ay ibabalik sa Pilipinas noong Nobyembre 2022.,Tulfo,fake
1, Nais ng National Labor Relations Commission o NLRC na tanggalin sa Senado si Sen Raffy Tulfo,Tulfo,misleading
1," Sinabi ni Rudy Baldwin, isang self-proclaimed psychic, na isang bulkan sa Bukidnon ang nakatakdang sumabog.",Rappler,fake
1,Ang mga naranasan na pagkawala ng kuryente sa Ninoy Aquino International Airport (NAIA) Terminal 3 power outages ay nilayon para isabotahe ang administrasyon ni Pangulong Ferdinand Marcos Jr.,Rappler,fake
1, Sinalakay ng Pilipinas ang isang barkong pandigma ng China sa West Philippine Sea.,Rappler,fake
1," Kinumpirma ni dating pangulong Gloria Macapagal-Arroyo, ngayon ay House Senior Deputy Speaker, na aalisin na ang K to 12 program.",Rappler,fake
1," Ang ACT Teachers party list ay miyembro ng National Democratic Front of the Philippines (NDF), ang political arm ng Communist Party of the Philippines (CPP).",Rappler,fake
1," Ang inaasahang GDP growth rate ng Pilipinas na 6% para sa 2023 ay unang niraranggo sa Asya, ayon sa ulat ng World Economic Outlook noong Abril 2023 ng International Monetary Fund.",Rappler,fake
1, May China gold account si Marcos.,Rappler,fake
1," Ang dating pangulong Ferdinand E. Marcos ay naglagay ng ""mahigit isang milyong metrikong tonelada"" ng ginto sa iba't ibang bangko para sa kapakanan ng sangkatauhan.",Rappler,fake
1, Nakita si Kris Aquino na suot ang diamond necklace ni Imelda Marcos.,Rappler,fake
1,Inaprubahan ng Malacanang ang rekomendasyon ng Department of Health (DOH) na isara ang Boracay at iba pang “kilalang” destinasyon sa paligid ng Luzon at Visayas dahil sa inaasahang “extreme warm weather” na tatama sa nasabing mga rehiyon.,Rappler,fake
1, Ang huling habilin at testamento ni dating Pangulong Marcos ay nag-iwan ng 50-taong deposito na naglalaman ng trilyong dolyar na halaga ng ginto.,Rappler,fake
1, Nilagdaan na ni Pangulong Ferdinand Marcos Jr. ang kautusang nag-aalis ng Presidential Commission on Good Government.,Rappler,fake
1, Ang mga radio wave ay maaaring magdulot ng mga panginginig ng boses na sapat na malakas upang magdulot ng lindol.,Rappler,fake
1, A Rappler fact check entitled “HINDI TOTOO: Hindi ibinalita ang pagpunta ni Bongbong Marcos sa Tacloban noong 2013” ay nagsasabing hindi nangyari ang pagbisita ni Pangulong Ferdinand Marcos Jr. sa Tacloban.,Rappler,fake
1, Na-delist na ngayon ang Rappler bilang legal at lehitimong kumpanya.,Rappler,fake
1, Hindi nakasagot ang pamilya Marcos sa kasong estate tax na isinampa laban sa kanila dahil lahat sila ay nasa Estados Unidos pa noong ito ay isinampa.,Rappler,fake
1,Makikita sa isang larawan ang CEO ng Rappler na si Maria Ressa sa panahon ng kanyang booking procedure para sa kanyang pag-aresto. Pinagtibay umano ng Court of Appeals ang desisyon ng korte na ikulong siya ng 15 taon.,Rappler,fake
1, Itinigil ng Rappler ang operasyon,Rappler,fake
1, Tinanggal si Dr. Jean Franco bilang propesor sa University of the Philippines (UP) dahil sa sinabi niya sa isang panayam tungkol sa resulta ng halalan nitong 2022.,Rappler,fake
1, ipinakita ng isang retrato mula sa Rappler #PHVote microsite ang resulta ng eleksiyon kung saan nangunguna si Ferdinand Marcos Jr.,Rappler,fake
1, Gagawin ng administrasyon ni presumptive president Ferdinand Marcos Jr. na isang mall sa University of the Philippines Diliman campus.,Rappler,fake
1, Rappler ang nagsulat ng fact check article na binatikos ni Ormoc City Mayor Richard Gomez.,Rappler,fake
1, sinabi ng dating commissioner ng Commission on Elections na si Rowena Guanzon na hindi “well-educated” o hindi edukado si Bise Presidente Leni Robredo.,Rappler,fake
1,"Diskalipikado na sa party-list election ang mga partidong kabilang sa Makabayang Koalisyon ng Mamamayan (Makabayan) bloc, ayon sa kumakalat na umano'y bagong resolusyon ng Commission on Elections (Comelec) noong Mayo 6.",Rappler,fake
1, Ang pagbabakuna sa COVID-19 ay walang benepisyo para sa mga bata.,Rappler,fake
1, Ang pagbabakuna ay naglalantad sa iyo sa impeksyon ng COVID-19.,Rappler,fake
1," 500,000 ang dumalo sa rally sa Las Piñas ng kandidato para sa pagkapangulo ni Ferdinand “Bongbong” Marcos Jr. at ang kanyang kandidato para sa bise presidente na si Sara Duterte, at sa naunang caravan mula sa karatig na siyudad ng Muntinlupa noong Marso 13, 2022 .",Rappler,fake
1, Ang Galunggong o round scad (Decapterus macrosoma) ang pinakamadaling alagaan ng isda,Rappler,fake
1, Si Ferdinand “Bongbong” Marcos Jr. ay walang kaso ng karapatang pantao sa Amerika.,Rappler,fake
1," Ang isang cosmological event na kilala bilang ""aphelion phenomenon"" ay magdudulot ng malamig na panahon na mas malamig kaysa sa normal dahil sa tumaas na distansya ng Earth mula sa araw.",Rappler,fake
1,"50,000 tagasuporta ang dumalo sa proclamation rally nina presidential candidate Ferdinand “Bongbong” Marcos Jr. at vice presidential candidate Sara Duterte sa Philippine Arena sa Bocaue, Bulacan.",Rappler,fake
1," Ang Makabayan bloc – na binubuo ng Kabataan, Anakbayan, at ACT Teachers party list – ay tinanggal sa puwesto sa utos ni Vice President Sara Duterte at Pangulong Ferdinand Marcos Jr.",Rappler,fake
1," Nakuha umano ni Pangulong Ferdinand Marcos Jr. ang tinatawag na Marcos account sa kanyang pakikipagpulong sa Filipino community sa America sa kanyang state visit sa Washington, DC",Filipino,fake
1," Natutulog si dating senador Franklin Drilon sa isang panayam sa CNN Philippines noong Pebrero 27, 2020.",Filipino,fake
1, Ang Pilipinas ay malapit nang makamit ang higit sa 100% rice self-sufficiency.,Filipino,fake
1," ""Ginawa ng Masagana 99 program ang [Philippines] self-sufficient at isang rice exporting country"" bilang isa sa ""maraming milestones"" sa 125-taong kasaysayan ng Department of Agriculture.",Filipino,fake
1,Itinaas ng Philippine Institute of Volcanology and Seismology ang alert status ng Bulkang Mayon sa Level 4.,Filipino,fake
1," Ang datos mula sa 1997 Philippine Yearbook na inilabas ng National Statistics Office ay nagpapakita ng buod ng mga paggasta ng pamahalaan sa ilalim ng mga dating pangulong Ferdinand E. Marcos, Corazon Aquino, at Fidel Ramos.",Filipino,fake
1," Ang gobyerno ng Pilipinas ay nagbibigay ngayon ng buwanang cash assistance na nagkakahalaga ng P3,000 sa mga mahihirap na pamilya",Filipino,fake
1," Ang Senate Bill 1869 ay hahantong sa isang ""medical martial law"" na nagbabanta sa mga karapatan ng mga Pilipino sa kalusugan, seguridad, at privacy.",Filipino,fake
1, Nagpakita ng gold bullion certificate of ownership si Pangulong Ferdinand Marcos Jr. sa 33rd biennial convention ng Federation of Filipino-Chinese Chambers of Commerce and Industry (FFCCCII).,Filipino,fake
1, Inutusan ni Pangulong Ferdinand Marcos Jr. si Karen Davila na umalis ng Pilipinas.,Filipino,fake
1," Ang Pilipinas ay nakakuha ng 35mm Oerlikon GDF na anti-aircraft gun, at ang mga ito ay pinaputok sa panahon ng isang military exercise",Filipino,fake
1,"Ang Pilipinas ang ""pinakamabilis na lumalagong bansa sa mundo.""",Filipino,fake
1, Binomba o sinugod daw ng China ang Pilipinas.,Filipino,fake
1, Isang Chinese fighter jet ang lumilipad sa West Philippine Sea at nag-espiya sa mga galaw ng Pilipinas at Estados Unidos.,Filipino,fake
1, Isang sikat na convenience store sa Pilipinas ang nagbebenta ng factory-processed human meat,Filipino,fake
1, Sasagutin ng South Korea ang mga gastos para sa pagbili ng mga submarino para sa Pilipinas.,Filipino,fake
1, Ang Pilipinas ay may 107M populasyon na may 60% sa lakas paggawa,Filipino,fake
1," Makakatanggap ng P5,000 cash assistance mula sa Department of Social Welfare and Development (DSWD) ang mga Pinoy na nakapagparehistro ng kanilang SIM card.",Filipino,fake
1, Gagamitin ni Pangulong Ferdinand Marcos Jr. ang umano'y gintong account ng kanyang pamilya para pondohan ang pamamahagi ng biofertilizers sa mga Pilipinong magsasaka.,Filipino,fake
1, Susugod na ngayon ang Royal Navy ng United Kingdom para ipagtanggol ang West Philippine Sea matapos dumalo si Pangulong Ferdinand Marcos sa koronasyon ni King Charles III,Filipino,fake
1,Nakuha ni Pangulong Ferdinand Marcos Jr. ang isang nuclear power plant para sa Pilipinas gamit ang $1 bilyong interes mula sa account ng kanilang pamilya sa United States.,Filipino,fake
1, Sinabi ni Pangulong Ferdinand Marcos Jr. na ang kanyang pagdalo sa koronasyon ni Haring Charles III ay magbibigay daan para tumulong ang Royal Navy ng United Kingdom sa pagpapatrolya sa West Philippine Sea.,Filipino,fake
1, Ang National Union of Journalists of the Philippines ay isang platapormang inorganisa ng CPP-NPA-NDF para makalusot sa hanay ng media sa pagkukunwari ng press freedom promotion at independent journalism.,Filipino,fake
1," Si Tala Rivera, isang award-winning na Filipina student, ay nakadiskubre ng isang formula na tumutulong sa mga tao na agad na mawalan ng 27 kilo sa loob ng 30 araw",Filipino,fake
1," Nakilala ni Pangulong Ferdinand Marcos Jr. si Taylor Swift sa kanyang pakikipagpulong sa Filipino community sa Washington, DC noong Mayo 1, 2023.",Filipino,fake
1, Bumili ang Pilipinas ng 24 na decommissioned A-10 'Warthog' fighter jets mula sa United States.,Filipino,fake
1,"Ang Philippine General Hospital o PGH, iba pang mga ospital at pambansang institusyong pangkalusugan sa Pilipinas ay nag-eendorso ng Glufarelin, isang suplemento ng gatas na gumagamot sa diabetes",Filipino,fake
1," Si Dr. Neal Barnard, isang American nutrition researcher, ay nagsabi sa Filipino: ""Makinig sa akin: ang mga tabletas at iniksyon ay hindi lubos na makapagpapagaling ng diabetes, ang aking mga kasamahan at ako ay nakakita ng isang napaka-epektibong paraan.""",Filipino,fake
1, Binomba ng China ang Pilipinas at nagsimula na ang digmaan ng dalawang bansa.,Filipino,fake
1," Ang Satochi, isang produkto na sinasabing gumagamot sa diabetes, ay nakarehistro sa Philippine Food and Drug Administration (FDA).",Filipino,fake
1, Nagpaputok ng water cannon ang China Coast Guard sa Philippine Coast Guard para itaboy ang mga ito sa Pag-asa Island,Filipino,fake
1, Ipinag-utos ni Pangulong Ferdinand Marcos Jr. na tanggalin ang badyet ng Unibersidad ng Pilipinas (UP).,Filipino,fake
1," Kamakailan ay nagpadala ang gobyerno ng Estados Unidos at Pilipinas ng 17,680 sundalo sa West Philippine Sea na nagresulta sa pagpapatalsik sa mga bangkang Tsino mula sa pinag-aawayang karagatan.",Filipino,fake
1,"Nagpadala ang China ng 70 sasakyang panghimpapawid malapit sa mga isla ng Pilipinas, ayon sa isang video na na-upload sa Facebook noong Abril 12, 2023.",Filipino,fake
1," Sinabi ni Pangulong Ferdinand Marcos Jr. na babawiin ng kanyang administrasyon ang pagmamay-ari ng Meralco, isang electric distribution company sa Pilipinas.",Filipino,fake
1, Pinutol nina Pangulong Ferdinand Bongbong Marcos at Bise Presidente Sara Duterte ang P2.5 bilyon mula sa badyet ng University of the Philippines (UP) 2023 matapos ang mga protesta kamakailan sa Diliman campus.,Filipino,fake
1, Ang Pilipinas ang may pinakamalaking deposito ng deuterium sa mundo.,Filipino,fake
1, Pinadalhan daw ng iba't ibang bansa ang Pilipinas ng bagong armas pandigma.,Filipino,fake
1," Nag-donate ang US ng 1,000 tangke ng militar sa Pilipinas",Filipino,fake
1," Ang Santo Niño de Cebú, ang pinakamatandang artifact ng Katoliko sa Pilipinas, ay talagang isang imahe ng Mesopotamia na diyos na si Tammuz.",Filipino,fake
1," Niregaluhan ng Russia ang Philippine Army ng barkong pandigma, na ngayon ay nasa Mindanao.",Filipino,fake
1, Inaalis ng gobyerno ng Pilipinas ang Commission on Human Rights (CHR).,Filipino,fake
1,Ang Pilipinas ay binigyan ng 114 na tangke at $100 milyon ng Estados Unidos para sa mas mahusay na depensa laban sa China.,Filipino,fake
1, Sinalakay ng US at Pilipinas ang mga barkong pandigma ng China sa West Philippine Sea.,Filipino,fake
1, Aabot sa P9 trilyon ang cash aid ni Pangulong Ferdinand Marcos Jr.,Filipino,fake
1," Nag-donate ang Australia ng heavy-lift na Chinook helicopter sa Pilipinas noong Marso 5, 2023.",Filipino,fake
1, Nagbibigay ang gobyerno ng cash grants para sa bawat pamilyang Pilipino.,Filipino,fake
1, Ang opisyal na pagbisita ng estado ng Punong Ministro ng Malaysia na si Anwar Ibrahim sa Pilipinas ay dahil sa malaking lihim na gintong account ni Marcos.,Filipino,fake
1," Isang doktor na Pilipino ang nag-eendorso ng isang partikular na brand ng mga produktong mixed nuts para tumulong na i-neutralize ang mga antas ng uric acid, bawasan ang dugo, at gamutin ang diabetes.",Filipino,fake
1," Isang ilegal na sasakyang pandagat ng China sa Pilipinas ang pinasabog, ayon sa isang video sa YouTube na na-upload noong Pebrero 27, 2023.",Filipino,fake
1,"Ang isang artikulo na nagsasabing mula sa CNN Philippines ay nagsabi na ang isang kabataang Pilipinong estudyante na si ""Jay Mark"" ay nakatanggap ng pinakamataas na parangal sa medisina para sa pagtuklas ng paggamot para sa diabetes.",Filipino,fake
1, Isang Chinese spy balloon ang nakita sa Pilipinas,Filipino,fake
1, Ang International Criminal Court ay walang hurisdiksyon upang imbestigahan ang mga pagpatay na may kaugnayan sa droga sa Pilipinas. Nanghihimasok ito sa mga panloob na usapan ng bansa at banta sa soberanya ng Pilipinas.,Filipino,fake
1, Isa sa pinakamayamang Filipino si Ferdinand Marcos bago pa man ito pumasok sa pulitika.,Filipino,fake
1, “Ang Huangyan Dao (Scarborough Shoal) ay likas na teritoryo ng China. Ang Tsina ay may soberanya sa Huangyan Dao at sa mga katabing tubig nito gayundin sa mga karapatan at hurisdiksyon ng soberanya sa mga kaugnay na tubig.,Filipino,fake
1," Sa mga pangulo ng Pilipinas, sa ilalim lamang ni Ferdinand E. Marcos natamo ng bansa ang self-suffiency sa suplay ng pagkain.",Filipino,fake
1,"Iniligtas daw ng yumaong diktador na si Ferdinand Marcos ang mga Filipina mula sa Communist Party of the Philippines, New People's Army, at National Democratic Front (CPP-NPA-NDF) sa pamamagitan ng pagdedeklara ng Batas Militar noong 1972.",Filipino,fake
1," Si Kris Aquino, kilalang celebrity sa Pilipinas, ay nag-eendorso sa paggamit ng isang brand ng mixed nuts product para 'mamuhay nang mas malusog, mas bata, at mas maganda.'",Filipino,fake
1," Sinabi ng regional director ng Philippine Institute of Volcanology and Seismology (Phivolcs) na ang mga lungsod ng Cagayan de Oro at Tagoloan ay prone sa lindol, dahil nasa isang active fault line ang mga ito.",Filipino,fake
1, Bumili ang Pilipinas ng anim na Bell AH-1Z Vipers at Boeing AH-64E Apache helicopter.,Filipino,fake
1, Hindi maaaring makialam o mag-imbestiga ang International Criminal Court o ICC sa Pilipinas dahil sinabi ni Pangulong Bongbong Marcos na walang intensyon ang kanyang administrasyon na muling sumali sa ICC.,Filipino,fake
1,Nagprisinta umano ng mga bagong tangke para sa Philippine Army ang defense contractor na si Santa Barbara Sistemas sa kanilang pabrika sa Spain.,Filipino,misleading
1, Ang pangkalahatang publikong Pilipino ay maaaring magsimulang makatanggap ng kanilang mga pensiyon sa edad na 40,Filipino,misleading
1, Humigit-kumulang 200 Chinese militia vessels ang nakita kamakailan sa West Philippine Sea noong Marso 2023 at kumikilos ang US laban sa banta.,Filipino,misleading
1," Nagkaroon ng komprontasyong militar ang Tsina at Australia, at nagsasanay ang mga puwersa ng Indonesia sa mga Pilipino upang maghanda para sa digmaan",Filipino,misleading
1," Ang US at Pilipinas ay nagpaplanong hampasin ang isang Chinese vessel na naglalayag sa West Philippine Sea sa isang ""joint operation"" na magsasangkot ng 17,000 tropa",Filipino,misleading
1, Inilagay sa blacklist ng United States of America si dating International Criminal Court (ICC) prosecutor Fatou Bensouda matapos ang kanyang mga pahayag laban kay dating pangulong Rodrigo Duterte.,International Criminal Court,fake
1,"Ang gobyerno ng Pilipinas ay ""hihiwalay sa anumang pakikipag-ugnayan"" sa International Criminal Court ""dahil hindi na ito makapag-apela"" pagkatapos nitong ""nabigo ang apela.""",International Criminal Court,fake
1, Kinumpronta ni Bongbong Marcos si Leila De Lima sa kanyang komento sa pagtanggi ng kanyang administrasyon na muling sumali sa International Criminal Court.,International Criminal Court,fake
1, Walang hurisdiksyon ang International Criminal Court sa mga sinasabing laban sa sangkatauhan na nauugnay sa giyera kontra droga ni Pangulong Rodrigo Duterte.,International Criminal Court,fake
1, Walang hurisdiksyon ang International Criminal Court sa mga umano'y krimen laban sa sangkatauhan na nauugnay sa war on drugs ni Pangulong Rodrigo Duterte.,International Criminal Court,fake
1, Ang imbestigasyon ng International Criminal Court sa mga pagpatay na may kinalaman sa droga sa ilalim ng administrasyong Duterte ay lumalabas sa complementarity principle ng Rome Statute.,International Criminal Court,misleading
1,Ang India at China ay mga miyembro ng Association of Southeast Asian Nations (ASEAN).,Association of Southeast Asian Nations,fake
1, Ang India at China ay miyembro ng Association of Southeast Asian Nations (ASEAN).,Association of Southeast Asian Nations,fake
1, Si Pangulong Ferdinand Marcos Jr. ay nag-iisa sa Association of Southeast Asian Nations (ASEAN) na tumugon sa digmaang Russia-Ukraine at banta ng North Korea.,Association of Southeast Asian Nations,fake
1, Lahat ng mga pinuno ng mundo na dumalo sa 40th at 41st Association of Southeast Asian Nations (ASEAN) Summit ay miyembro ng mga monarkiya.,Association of Southeast Asian Nations,fake
1," Sa mga miyembro ng Association of Southeast Asian Nations (ASEAN), tanging ang Pilipinas lamang ang may inaasahang positibong year-on-year Gross Domestic Product (GDP) growth rate sa Hulyo 2022.",Association of Southeast Asian Nations,fake
1, Walang miyembro ng International Criminal Court mula sa Association of Southeast Asian Nations.,Association of Southeast Asian Nations,fake
1, Ang inflation rate ng Pilipinas ay nasa 5.5%,Association of Southeast Asian Nations,misleading
1,"Si Jose Adrian “Jad” Dera, na kabilang sa mga kapwa akusado ng nakakulong na dating senador na si Leila de Lima sa kanyang natitirang kaso sa droga, ay inaresto sa Manila Hotel na may dalang P25 milyong cash matapos umano itong tumakas mula sa pagkakakulong.",De Lima,fake
1, Sinabi ni Sen. Risa Hontiveros sa isang pahayag na balak niyang tumulong sa pagtakas ni dating Senador Leila de Lima.,De Lima,fake
1, Pinalaya ni Boying Remulla si Leila de Lima mula sa bilangguan noong Pebrero 2023,De Lima,fake
1, Malaya na ang dating senador na si Leila de Lima dahil sa desisyon ni Pangulong Ferdinand Marcos Jr.,De Lima,fake
1, Na-hostage si dating Senador Leila de Lima sa Bilibid noong Oktubre 9.,De Lima,fake
1, Ikukulong sina Antonio Trillanes at Leila De Lima. Bato Dela Rosa ay nagpakita ng ebidensya laban sa kanila.,De Lima,fake
1, Si Senador Leila de Lima ang gumawa ng paraan para makasuhan at makulong si retired Major General Jovito Palparan.,De Lima,fake
1," May malawak na akses pa rin sa media si Senador Leila de Lima, kompara sa nahatulang kidnapper na si retired Major General Jovito Palparan Jr.",De Lima,fake
1,Pumanaw na ang reelectionist senator na si Leila de Lima.,De Lima,fake
1, Si Leila de Lima ay hinatulan ng pagkakulong dahil sa mga kasong iligal na droga.,De Lima,fake
1, Si Maria Ressa ay sinentensiyahan ng 6 na taon sa bilangguan para sa cyber libel.,De Lima,fake
1, Kinanta ni Senator Leila de Lima ang 'Careless Whisper' sa isang concert sa New Bilibid Prison.,De Lima,fake
1, Si dating pangulong Benigno Aquino III ay nabubuhay pa at nagtatago sa Estados Unidos.,Aquino,fake
1, Binabawi ang mga piraso ng alahas na maaaring pag-aari ng pamilya Marcos at ninakaw umano nina Kris Aquino at Margarita Cojuangco.,Aquino,fake
1, Ninakaw ni Kris Aquino ang mga alahas ni Imelda Marcos.,Aquino,fake
1, Ginamit ni dating pangulong Benigno “Noynoy” S. Aquino III ang S para kay Simeon bilang gitnang inisyal sa halip na C para kay Cojuangco noong panahon ng kanyang pagkapangulo dahil ang utak sa pagkamatay ng kanyang ama ay mula sa angkan ng Cojuangco,Aquino,fake
1," Namatay si Kris Aquino sa stage 5 cancer noong Peb. 16, 2023.",Aquino,fake
1,Si dating senador Benigno 'Ninoy' Simeon Aquino Jr. at dating pangulo ng Pilipinas na si Corazon 'Cory' Aquino ay tatanggalin sa disenyo ng P500 bill.,Aquino,fake
1," Bumisita si Pangulong Ferdinand Marcos Jr. sa Aquino Mausoleum at nagbigay ng mga handog na bulaklak sa Aquino Mausoleum sa Manila Memorial Park noong Pebrero 12, 2023.",Aquino,fake
1, Namatay si Kris Aquino,Aquino,fake
1, Si Kris Aquino ay bumagsak at namatay sa burol ni Jovit Baldivino,Aquino,fake
1, Namatay na si Kris Aquino at ang kanyang gising ay itinago ng kanyang pamilya sa publiko.,Aquino,fake
1, zAng P23-million Buenavista slab bridge sa Southern Leyte ay isang bigong proyekto ni dating pangulong Benigno “Noynoy” Aquino III.,Aquino,fake
1, Hindi na-rehabilitate ni dating pangulong Benigno “Noynoy” Aquino III ang ilog Pasig.,Aquino,fake
1, Hindi iniulat ng mainstream media ang mga handog na bulaklak ni Pangulong Ferdinand Marcos Jr. sa Aquino Mausoleum sa Manila Memorial Park.,Aquino,fake
1, Nais ni dating pangulong Benigno “Noynoy” Aquino III na ibigay ang Bangsamoro sa Malaysia sa pamamagitan ng Moro Islamic Liberation Front (MILF).,Aquino,fake
1,Nagkunwari ang aktres na si Kris Aquino na may autoimmune conditions para makakuha ng simpatiya habang tumakbong presidente si Ferdinand Marcos Jr. sa 2022 national elections.,Aquino,fake
1," Si Ninoy Aquino ay may dalang mga dokumento sa paglalakbay ng Malaysia nang dumating siya sa Pilipinas noong Agosto 21, 1983",Aquino,fake
1," Si Sister Christine Tan, isang madre na malapit kay Cory Aquino, ay naglaro ng mahjong.",Aquino,fake
1, Nais ni Kris Aquino na humingi ng tawad kay Bongbong Marcos sa mga kasalanang nagawa ng pamilya nito sa pamilya nito.,Aquino,fake
1, May ebidensiya para tawaging “magnanakaw” (magnanakaw) ang pamilya Aquino habang wala naman para sa mga Marcos.,Aquino,fake
1," Nag-tweet si Kris Aquino laban sa isang eksena mula sa “Maid in Malacañang,” isang pelikula tungkol sa pagtakas ng mga Marcos noong 1986 People Power Revolution",Aquino,fake
1, Sinamantala ni Ninoy Aquino ang paglala ng kalusugan ni dating pangulong Ferdinand Marcos upang manguna sa politika.,Aquino,fake
1, Nilagdaan ni MNLF chairman Nur Misuari ang Tripoli Agreement noong 1976 matapos niyang malaman na niloko siya ng Malaysia,Aquino,fake
1,Binuo ng Malaysia ang Moro Islamic Liberation Front (MILF) noong 1976 upang palitan ang Moro National Liberation Front (MNLF) bilang isang magulo na arm sa bansa,Aquino,fake
1, Madalas na isinusuot ni Kris Aquino ang sequestered na alahas ni Imelda Marcos,Aquino,fake
1, Bangkay na nang dumating si Kris Aquino sa Pilipinas mula sa kanyang pagpapagamot sa Estados Unidos.,Aquino,fake
1, Hindi pinaimbestigahan ni Corazon Aquino nang naging pangulo siya sa pagkamatay ng kanyang asawa at kilalang lider ng oposisyon na si Benigno “Ninoy” Aquino Jr.,Aquino,fake
1, Patay na si Kris Aquino,Aquino,fake
1," Hindi ibinalita ng media ang naging kalagayan at naging kaibahan ng Ilog Pasig sa ilalim ni dating Pangulong Benigno ""Noynoy"" Aquino III kumpara sa kasalukuyang lagay nito sa panahon ni Pangulong Rodrigo Duterte.",Aquino,fake
1,"Biased laban sa pamilyang Marcos ang mga non-fiction book, librong pambata, at mga textbook na tungkol sa Martial Law. Hindi ipinapakita ng mga ito ang magagandang ginawa ng diktador. ipinakita rin sa mga nasabing libro ang pamilyang Aquino bilang mga bayani.",Aquino,fake
1," Dinaya ng mga ""dilawan"" ang snap election sa Pilipinas noong 1986. Ang tunay na nanalo ay si Ferdinand Marcos at hindi si Corazon Aquino.",Aquino,fake
1, Hiniram at sinuot ni Kris Aquino ang isa sa mga sequestered na alahas ni Imelda Marcos,Aquino,fake
